Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID,10
6/24/13,6:00:01,65.0,79,11,,3,
6/25/13,7:00:01,68.0,56,8,18.0,3,
6/26/13,8:00:01,67.0,73,9,,17,
6/27/13,9:00:01,,80,9,19.0,17,
6/28/13,10:00:01,69.0,75,13,3.0,20,
6/29/13,11:00:01,,66,14,7.0,10,
6/30/13,12:00:01,70.0,74,17,6.0,2,
6/1/13,13:00:01,65.0,70,16,3.0,1,
6/2/13,14:00:01,66.0,70,2,16.0,15,
6/3/13,15:00:01,67.0,67,19,8.0,4,
6/4/13,16:00:01,,73,2,13.0,3,
6/5/13,17:00:01,66.0,63,2,1.0,3,
6/6/13,18:00:01,66.0,56,4,14.0,9,
6/7/13,19:00:01,,67,8,3.0,6,
6/8/13,20:00:01,,57,16,19.0,17,
6/9/13,21:00:01,,73,9,,7,
6/10/13,22:00:01,68.0,58,13,2.0,17,
6/11/13,23:00:01,65.0,60,16,25.0,5,
6/12/13,0:13:19,70.0,61,11,,6,
6/13/13,1:13:19,70.0,64,3,26.0,20,
6/14/13,2:13:19,,74,14,11.0,18,
6/15/13,3:13:19,69.0,62,11,10.0,10,
6/16/13,4:13:19,65.0,56,14,,2,
6/17/13,5:13:19,69.0,64,19,25.0,9,
6/18/13,6:13:19,,73,19,13.0,13,
6/19/13,7:13:19,65.0,64,3,1.0,15,
6/20/13,8:13:19,67.0,78,1,3.0,1,
6/21/13,9:13:19,69.0,68,10,7.0,15,
6/22/13,10:13:19,65.0,65,15,29.0,13,
6/23/13,11:13:19,68.0,70,19,5.0,7,
6/24/13,12:13:19,67.0,62,11,27.0,15,
6/25/13,13:13:19,66.0,66,1,28.0,18,
6/26/13,14:13:19,67.0,78,12,12.0,2,
6/27/13,15:13:19,65.0,57,4,3.0,8,
6/28/13,16:13:19,,57,4,20.0,11,
6/29/13,17:13:19,69.0,72,20,30.0,10,
6/30/13,18:13:19,68.0,59,16,4.0,6,
6/1/13,19:13:19,67.0,72,6,5.0,11,
6/2/13,20:13:19,,74,10,11.0,16,
6/3/13,21:13:19,67.0,59,13,,1,
6/4/13,22:13:19,69.0,78,11,20.0,10,
6/5/13,23:13:19,65.0,75,1,18.0,7,
6/6/13,0:43:51,68.0,79,4,14.0,13,
6/7/13,1:43:51,65.0,59,14,6.0,18,
6/8/13,2:43:51,67.0,68,7,26.0,5,
6/9/13,3:43:51,67.0,78,20,11.0,20,
6/10/13,4:43:51,68.0,72,20,18.0,3,
6/11/13,5:43:51,66.0,64,11,19.0,3,
6/12/13,6:43:51,67.0,76,6,22.0,8,
6/13/13,7:43:51,68.0,80,17,30.0,8,
6/14/13,8:43:51,66.0,75,14,23.0,8,
6/15/13,9:43:51,69.0,66,14,25.0,1,
6/16/13,10:43:51,66.0,66,10,11.0,20,
6/17/13,11:43:51,65.0,63,6,11.0,6,
6/18/13,12:43:51,68.0,62,8,25.0,10,
6/19/13,13:43:51,,61,9,24.0,7,
6/20/13,14:43:51,70.0,59,1,8.0,1,
6/21/13,15:43:51,69.0,80,15,5.0,18,
6/22/13,16:43:51,66.0,60,9,28.0,13,
6/23/13,17:43:51,66.0,68,5,4.0,7,
6/24/13,18:43:51,66.0,62,13,19.0,15,
6/25/13,19:43:51,66.0,60,7,24.0,20,
6/26/13,20:43:51,69.0,77,9,26.0,11,
6/27/13,21:43:51,65.0,77,11,28.0,5,
6/28/13,22:43:51,68.0,78,16,28.0,8,
6/29/13,23:43:51,68.0,77,20,21.0,5,
6/30/13,0:13:20,69.0,65,5,27.0,8,
6/1/13,1:13:20,68.0,69,2,,15,
6/2/13,2:13:20,67.0,62,14,12.0,7,
6/3/13,3:13:20,66.0,68,6,4.0,10,
6/4/13,4:13:20,70.0,57,17,3.0,17,
6/5/13,5:13:20,67.0,72,11,9.0,16,
6/6/13,6:13:20,70.0,76,3,,8,
6/7/13,7:13:20,70.0,74,11,12.0,5,
6/8/13,8:13:20,70.0,79,3,24.0,17,
6/9/13,9:13:20,65.0,73,12,12.0,19,
6/10/13,10:13:20,67.0,77,12,11.0,9,
6/11/13,11:13:20,66.0,68,12,7.0,7,
6/12/13,12:13:20,68.0,64,19,7.0,20,
6/13/13,13:13:20,,63,6,,20,
6/14/13,14:13:20,68.0,65,8,16.0,18,
6/15/13,15:13:20,70.0,78,15,4.0,2,
6/16/13,16:13:20,65.0,56,6,16.0,11,
6/17/13,17:13:20,,73,20,19.0,1,
6/18/13,18:13:20,70.0,80,17,27.0,15,
6/19/13,19:13:20,68.0,56,13,27.0,2,
6/20/13,20:13:20,70.0,56,3,14.0,13,
6/21/13,21:13:20,,61,9,1.0,5,
6/22/13,22:13:20,,66,19,9.0,13,
6/23/13,23:13:20,68.0,62,13,14.0,19,
6/24/13,0:33:07,66.0,60,10,21.0,6,
6/25/13,1:33:07,70.0,65,4,5.0,3,
6/26/13,2:33:07,69.0,57,14,26.0,5,
6/27/13,3:33:07,67.0,67,16,2.0,5,
6/28/13,4:33:07,66.0,76,9,25.0,18,
6/29/13,5:33:07,,67,17,17.0,2,
6/30/13,6:33:07,68.0,56,6,1.0,3,
6/1/13,7:33:07,68.0,71,3,,10,
6/2/13,8:33:07,69.0,74,1,25.0,20,
6/3/13,9:33:07,67.0,77,19,26.0,10,
6/4/13,10:33:07,65.0,74,5,26.0,7,
6/5/13,11:33:07,,67,20,6.0,8,
6/6/13,12:33:07,67.0,61,14,13.0,15,
6/7/13,13:33:07,,63,15,30.0,9,
6/8/13,14:33:07,69.0,78,12,11.0,2,
6/9/13,15:33:07,67.0,58,16,28.0,8,
6/10/13,16:33:07,67.0,73,5,5.0,10,
6/11/13,17:33:07,68.0,74,4,11.0,4,
6/12/13,18:33:07,69.0,55,10,,3,
6/13/13,19:33:07,68.0,68,4,28.0,13,
6/14/13,20:33:07,68.0,66,5,25.0,18,
6/15/13,21:33:07,,57,7,11.0,9,
6/16/13,22:33:07,66.0,60,5,5.0,4,
6/17/13,23:33:07,70.0,63,7,3.0,4,
6/18/13,0:00:01,69.0,65,10,21.0,8,
6/19/13,1:00:01,70.0,66,17,22.0,7,
6/20/13,2:00:01,67.0,68,4,23.0,18,
6/21/13,3:00:01,65.0,65,4,9.0,5,
6/22/13,4:00:01,69.0,76,7,14.0,3,
6/23/13,5:00:01,69.0,56,20,17.0,13,
6/24/13,6:00:01,66.0,55,1,27.0,12,
6/25/13,7:00:01,68.0,78,19,11.0,18,
6/26/13,8:00:01,66.0,76,10,10.0,17,
6/27/13,9:00:01,70.0,64,17,17.0,19,
6/28/13,10:00:01,66.0,68,19,17.0,12,
6/29/13,11:00:01,68.0,74,1,,15,
6/30/13,12:00:01,67.0,78,12,,9,
6/1/13,13:00:01,70.0,76,19,10.0,9,
6/2/13,14:00:01,68.0,70,7,7.0,20,
6/3/13,15:00:01,,67,16,29.0,12,
6/4/13,16:00:01,70.0,68,14,6.0,12,
6/5/13,17:00:01,70.0,56,5,6.0,4,
6/6/13,18:00:01,70.0,55,14,7.0,18,
6/7/13,19:00:01,67.0,67,13,,19,
6/8/13,20:00:01,69.0,62,12,12.0,20,
6/9/13,21:00:01,66.0,58,18,24.0,5,
6/10/13,22:00:01,,73,15,20.0,9,
6/11/13,23:00:01,67.0,59,16,7.0,9,
6/12/13,0:13:19,67.0,73,14,20.0,12,
6/13/13,1:13:19,65.0,68,10,20.0,16,
6/14/13,2:13:19,,79,9,19.0,16,
6/15/13,3:13:19,66.0,75,8,26.0,10,
6/16/13,4:13:19,67.0,78,11,23.0,5,
6/17/13,5:13:19,70.0,59,7,5.0,13,
6/18/13,6:13:19,69.0,80,9,27.0,4,
6/19/13,7:13:19,69.0,74,16,2.0,13,
6/20/13,8:13:19,65.0,63,5,21.0,18,
6/21/13,9:13:19,,77,13,21.0,3,
6/22/13,10:13:19,66.0,70,20,5.0,7,
6/23/13,11:13:19,67.0,60,17,19.0,19,
6/24/13,12:13:19,66.0,61,5,17.0,1,
6/25/13,13:13:19,68.0,56,1,18.0,10,
6/26/13,14:13:19,70.0,65,1,9.0,13,
6/27/13,15:13:19,66.0,66,12,2.0,6,
6/28/13,16:13:19,66.0,80,3,1.0,11,
6/29/13,17:13:19,68.0,56,8,23.0,8,
6/30/13,18:13:19,67.0,66,7,18.0,2,
6/1/13,19:13:19,67.0,65,2,13.0,16,
6/2/13,20:13:19,70.0,68,3,10.0,6,
6/3/13,21:13:19,70.0,66,12,22.0,1,
6/4/13,22:13:19,69.0,62,2,19.0,18,
6/5/13,23:13:19,67.0,74,14,,3,
6/6/13,0:43:51,67.0,79,8,30.0,2,
6/7/13,1:43:51,68.0,75,11,3.0,13,
6/8/13,2:43:51,67.0,75,5,9.0,7,
6/9/13,3:43:51,69.0,58,10,13.0,2,
6/10/13,4:43:51,70.0,74,4,19.0,2,
6/11/13,5:43:51,70.0,61,4,10.0,1,
6/12/13,6:43:51,70.0,67,8,5.0,19,
6/13/13,7:43:51,70.0,71,5,25.0,13,
6/14/13,8:43:51,,60,2,8.0,4,
6/15/13,9:43:51,,68,6,29.0,6,
6/16/13,10:43:51,70.0,75,20,9.0,18,
6/17/13,11:43:51,66.0,65,11,20.0,19,
6/18/13,12:43:51,66.0,55,12,26.0,11,
6/19/13,13:43:51,69.0,80,12,19.0,8,
6/20/13,14:43:51,70.0,56,8,6.0,11,
6/21/13,15:43:51,66.0,71,1,24.0,8,
6/22/13,16:43:51,66.0,57,18,14.0,20,
6/23/13,17:43:51,69.0,59,19,26.0,20,
6/24/13,18:43:51,69.0,73,7,14.0,10,
6/25/13,19:43:51,70.0,58,20,1.0,9,
6/26/13,20:43:51,70.0,78,9,28.0,17,
6/27/13,21:43:51,70.0,71,11,15.0,13,
6/28/13,22:43:51,69.0,75,16,,2,
6/29/13,23:43:51,66.0,68,10,6.0,11,
6/30/13,0:13:20,65.0,64,13,13.0,6,
6/1/13,1:13:20,66.0,67,12,4.0,16,
6/2/13,2:13:20,68.0,72,16,16.0,12,
6/3/13,3:13:20,69.0,55,14,21.0,7,
6/4/13,4:13:20,,56,5,15.0,12,
6/5/13,5:13:20,70.0,56,4,19.0,20,
6/6/13,6:13:20,68.0,79,4,2.0,16,
6/7/13,7:13:20,68.0,63,8,18.0,13,
6/8/13,8:13:20,65.0,69,4,29.0,10,
6/9/13,9:13:20,,74,3,15.0,6,
6/10/13,10:13:20,67.0,60,16,16.0,7,
6/11/13,11:13:20,70.0,63,12,25.0,19,
6/12/13,12:13:20,67.0,74,16,22.0,8,
6/13/13,13:13:20,65.0,71,11,5.0,5,
6/14/13,14:13:20,67.0,57,18,1.0,14,
6/15/13,15:13:20,69.0,73,6,,14,
6/16/13,16:13:20,65.0,75,9,16.0,3,
6/17/13,17:13:20,70.0,56,12,1.0,3,
6/18/13,18:13:20,70.0,79,1,24.0,13,
6/19/13,19:13:20,68.0,75,7,27.0,11,
6/20/13,20:13:20,70.0,71,8,7.0,8,
6/21/13,21:13:20,70.0,73,12,30.0,16,
6/22/13,22:13:20,70.0,62,13,11.0,18,
6/23/13,23:13:20,66.0,70,2,,19,
6/24/13,0:33:07,67.0,74,4,,6,
6/25/13,1:33:07,69.0,66,5,27.0,12,
6/26/13,2:33:07,67.0,70,9,25.0,7,
6/27/13,3:33:07,67.0,77,13,19.0,1,
6/28/13,4:33:07,70.0,56,16,22.0,15,
6/29/13,5:33:07,68.0,70,3,24.0,1,
6/30/13,6:33:07,69.0,59,2,29.0,16,
6/1/13,7:33:07,69.0,67,1,2.0,18,
6/2/13,8:33:07,68.0,76,19,27.0,13,
6/3/13,9:33:07,66.0,62,14,21.0,9,
6/4/13,10:33:07,,71,10,30.0,4,
6/5/13,11:33:07,67.0,74,8,26.0,16,
6/6/13,12:33:07,65.0,70,10,19.0,9,
6/7/13,13:33:07,66.0,68,16,17.0,20,
6/8/13,14:33:07,69.0,67,16,29.0,4,
6/9/13,15:33:07,67.0,63,5,24.0,20,
6/10/13,16:33:07,69.0,75,17,22.0,4,
6/11/13,17:33:07,68.0,72,17,19.0,15,
6/12/13,18:33:07,66.0,58,9,14.0,18,
6/13/13,19:33:07,,68,2,10.0,3,
6/14/13,20:33:07,69.0,80,14,22.0,2,
6/15/13,21:33:07,66.0,69,12,12.0,3,
6/16/13,22:33:07,67.0,75,11,10.0,15,
6/17/13,23:33:07,69.0,59,3,4.0,1,
6/18/13,0:45:56,67.0,62,9,18.0,1,
6/19/13,1:45:56,66.0,61,6,,6,
6/20/13,2:45:56,67.0,68,20,,5,
6/21/13,3:45:56,69.0,61,15,,19,
6/22/13,4:45:56,69.0,74,11,23.0,5,
6/23/13,5:45:56,68.0,61,14,12.0,19,
6/24/13,6:45:56,67.0,76,6,,11,
6/25/13,7:45:56,67.0,79,16,18.0,18,
6/26/13,8:45:56,70.0,56,8,15.0,13,
6/27/13,9:45:56,66.0,73,5,29.0,13,
6/28/13,10:45:56,67.0,79,2,11.0,3,
6/29/13,11:45:56,66.0,78,5,11.0,15,
6/30/13,12:45:56,65.0,67,18,,13,
6/1/13,13:45:56,70.0,63,13,,11,
6/2/13,14:45:56,68.0,67,8,6.0,8,
6/3/13,15:45:56,67.0,77,10,,1,
6/4/13,16:45:56,66.0,67,18,22.0,11,
6/5/13,17:45:56,68.0,75,16,1.0,6,
6/6/13,18:45:56,67.0,64,12,2.0,11,
6/7/13,19:45:56,67.0,67,16,2.0,15,
6/8/13,20:45:56,69.0,61,2,20.0,10,
6/9/13,21:45:56,67.0,68,13,11.0,5,
6/10/13,22:45:56,68.0,72,5,26.0,5,
6/11/13,23:45:56,66.0,80,6,10.0,20,
6/12/13,0:45:56,69.0,78,8,8.0,11,
6/13/13,1:45:56,69.0,64,3,18.0,7,
6/14/13,2:45:56,65.0,67,12,21.0,4,
6/15/13,3:45:56,65.0,61,8,8.0,18,
6/16/13,4:45:56,65.0,60,15,26.0,17,
6/17/13,5:45:56,70.0,68,13,24.0,18,
6/18/13,6:45:56,67.0,57,2,2.0,16,
6/19/13,7:45:56,,76,14,9.0,8,
6/20/13,8:45:56,65.0,55,20,21.0,11,
6/21/13,9:45:56,66.0,56,1,17.0,19,
6/22/13,10:45:56,65.0,71,19,5.0,16,
6/23/13,11:45:56,66.0,75,8,9.0,17,
6/24/13,12:45:56,68.0,71,19,20.0,8,
6/25/13,13:45:56,,77,20,11.0,1,
6/26/13,14:45:56,70.0,62,4,6.0,3,
6/27/13,15:45:56,67.0,62,10,21.0,9,
6/28/13,16:45:56,69.0,65,7,4.0,2,
6/29/13,17:45:56,66.0,74,17,21.0,9,
6/30/13,18:45:56,67.0,65,8,15.0,9,
6/1/13,19:45:56,67.0,64,19,25.0,16,
6/2/13,20:45:56,66.0,55,8,,16,
6/3/13,21:45:56,69.0,69,18,20.0,10,
6/4/13,22:45:56,65.0,79,19,29.0,7,
6/5/13,23:45:56,70.0,60,11,24.0,4,
6/6/13,0:45:56,68.0,64,6,,12,
6/7/13,1:45:56,70.0,80,7,19.0,7,
6/8/13,2:45:56,68.0,77,13,15.0,5,
6/9/13,3:45:56,67.0,76,5,10.0,13,
6/10/13,4:45:56,69.0,75,20,21.0,9,
6/11/13,5:45:56,69.0,79,9,15.0,10,
6/12/13,6:45:56,66.0,64,11,14.0,7,
6/13/13,7:45:56,65.0,73,1,,17,
6/14/13,8:45:56,68.0,65,19,27.0,3,
6/15/13,9:45:56,70.0,80,7,9.0,2,
6/16/13,10:45:56,66.0,56,11,5.0,4,
6/17/13,11:45:56,65.0,76,18,29.0,14,
6/18/13,12:45:56,68.0,76,2,9.0,2,
6/19/13,13:45:56,65.0,62,20,9.0,14,
6/20/13,14:45:56,67.0,73,16,1.0,4,
6/21/13,15:45:56,66.0,76,19,27.0,8,
6/22/13,16:45:56,66.0,68,3,14.0,4,
6/23/13,17:45:56,65.0,77,12,23.0,7,
6/24/13,18:45:56,68.0,58,18,21.0,3,
6/25/13,0:00:01,65.0,69,7,26.0,2,
6/26/13,1:00:01,70.0,65,17,11.0,20,
6/27/13,2:00:01,66.0,72,4,24.0,20,
6/28/13,3:00:01,67.0,58,6,13.0,10,
6/29/13,4:00:01,70.0,65,10,6.0,11,
6/30/13,5:00:01,65.0,71,8,15.0,12,
6/1/13,6:00:01,,58,12,11.0,20,
6/2/13,7:00:01,70.0,60,7,8.0,10,
6/3/13,8:00:01,65.0,68,20,,7,
6/4/13,9:00:01,67.0,55,4,,15,
6/5/13,10:00:01,69.0,80,18,24.0,18,
6/6/13,11:00:01,67.0,62,14,,18,
6/7/13,12:00:01,68.0,75,18,11.0,5,
6/8/13,13:00:01,,69,19,12.0,18,
6/9/13,14:00:01,70.0,79,20,5.0,6,
6/10/13,15:00:01,68.0,73,11,7.0,18,
6/11/13,16:00:01,67.0,60,4,20.0,16,
6/12/13,17:00:01,65.0,60,20,30.0,9,
6/13/13,18:00:01,66.0,67,7,29.0,20,
6/14/13,19:00:01,67.0,75,4,25.0,18,
6/15/13,20:00:01,69.0,66,11,8.0,1,
6/16/13,21:00:01,65.0,66,4,5.0,1,
6/17/13,22:00:01,68.0,67,11,28.0,9,
6/18/13,23:00:01,68.0,69,10,13.0,11,
6/19/13,0:13:19,70.0,56,2,20.0,14,
6/20/13,1:13:19,,67,5,5.0,5,
6/21/13,2:13:19,68.0,58,15,13.0,17,
6/22/13,3:13:19,,79,6,17.0,5,
6/23/13,4:13:19,66.0,63,1,7.0,12,
6/24/13,5:13:19,68.0,57,19,5.0,18,
6/25/13,6:13:19,68.0,79,19,7.0,12,
6/26/13,7:13:19,,66,14,2.0,17,
6/27/13,8:13:19,66.0,77,9,1.0,12,
6/28/13,9:13:19,68.0,63,12,24.0,9,
6/29/13,10:13:19,69.0,57,17,30.0,19,
6/30/13,11:13:19,69.0,66,1,5.0,20,
6/1/13,12:13:19,68.0,77,5,24.0,8,
6/2/13,13:13:19,,59,8,23.0,15,
6/3/13,14:13:19,68.0,61,17,9.0,18,
6/4/13,15:13:19,70.0,76,5,25.0,14,
6/5/13,16:13:19,66.0,67,14,1.0,16,
6/6/13,17:13:19,67.0,59,1,16.0,13,
6/7/13,18:13:19,66.0,63,17,,14,
6/8/13,19:13:19,70.0,73,4,21.0,9,
6/9/13,20:13:19,70.0,57,15,4.0,5,
6/10/13,21:13:19,65.0,60,1,15.0,9,
6/11/13,22:13:19,69.0,72,19,29.0,4,
6/12/13,23:13:19,68.0,56,5,19.0,5,
6/13/13,0:43:51,69.0,71,20,19.0,6,
6/14/13,1:43:51,69.0,70,8,17.0,17,
6/15/13,2:43:51,69.0,76,6,29.0,6,
6/16/13,3:43:51,68.0,57,19,28.0,16,
6/17/13,4:43:51,70.0,57,19,25.0,13,
6/18/13,5:43:51,66.0,69,6,17.0,4,
6/19/13,6:43:51,69.0,64,4,27.0,17,
6/20/13,7:43:51,,78,14,16.0,10,
6/21/13,8:43:51,67.0,77,7,24.0,19,
6/22/13,9:43:51,70.0,68,6,14.0,20,
6/23/13,10:43:51,68.0,62,14,3.0,5,
6/24/13,11:43:51,69.0,78,10,,18,
6/25/13,12:43:51,70.0,80,7,29.0,2,
6/26/13,13:43:51,69.0,57,20,6.0,9,
6/27/13,14:43:51,68.0,68,2,8.0,16,
6/28/13,15:43:51,,77,11,24.0,9,
6/29/13,16:43:51,69.0,64,1,5.0,18,
6/30/13,17:43:51,67.0,65,12,13.0,5,
6/1/13,18:43:51,65.0,62,14,28.0,2,
6/2/13,19:43:51,68.0,61,8,22.0,4,
6/3/13,20:43:51,67.0,55,13,24.0,19,
6/4/13,21:43:51,66.0,72,11,11.0,18,
6/5/13,22:43:51,65.0,76,17,13.0,5,
6/6/13,23:43:51,,78,2,,2,
6/7/13,0:13:20,67.0,80,2,12.0,2,
6/8/13,1:13:20,70.0,59,1,24.0,17,
6/9/13,2:13:20,69.0,74,18,26.0,19,
6/10/13,3:13:20,70.0,55,2,18.0,20,
6/11/13,4:13:20,66.0,69,9,22.0,15,
6/12/13,5:13:20,68.0,78,19,8.0,2,
6/13/13,6:13:20,69.0,71,5,,9,
6/14/13,7:13:20,67.0,56,7,,8,
6/15/13,8:13:20,66.0,68,10,10.0,9,
6/16/13,9:13:20,67.0,67,17,4.0,2,
6/17/13,10:13:20,67.0,77,18,29.0,8,
6/18/13,11:13:20,66.0,75,12,4.0,16,
6/19/13,12:13:20,67.0,77,14,24.0,9,
6/20/13,13:13:20,66.0,73,10,12.0,4,
6/21/13,14:13:20,66.0,80,15,16.0,19,
6/22/13,15:13:20,,63,11,24.0,9,
6/23/13,16:13:20,65.0,60,13,2.0,6,
6/24/13,17:13:20,68.0,58,4,18.0,4,
6/25/13,18:13:20,68.0,69,13,9.0,4,
6/26/13,19:13:20,68.0,58,1,22.0,14,
6/27/13,20:13:20,69.0,58,10,29.0,14,
6/28/13,21:13:20,65.0,66,14,24.0,13,
6/29/13,22:13:20,70.0,64,2,12.0,19,
6/30/13,23:13:20,69.0,68,8,28.0,6,
6/1/13,0:33:07,66.0,73,19,8.0,12,
6/2/13,1:33:07,68.0,58,17,9.0,10,
6/3/13,2:33:07,65.0,56,7,15.0,14,
6/4/13,3:33:07,65.0,71,15,10.0,2,
6/5/13,4:33:07,69.0,61,3,19.0,12,
6/6/13,5:33:07,66.0,71,16,25.0,15,
6/7/13,6:33:07,66.0,64,13,6.0,14,
6/8/13,7:33:07,66.0,60,9,27.0,17,
6/9/13,8:33:07,70.0,58,20,18.0,9,
6/10/13,9:33:07,68.0,80,4,20.0,8,
6/11/13,10:33:07,70.0,58,18,13.0,17,
6/12/13,11:33:07,65.0,66,1,27.0,19,
6/13/13,12:33:07,66.0,74,7,,6,
6/14/13,13:33:07,67.0,55,15,28.0,6,
6/15/13,14:33:07,67.0,76,15,30.0,18,
6/16/13,15:33:07,70.0,66,1,5.0,19,
6/17/13,16:33:07,70.0,59,5,1.0,18,
6/18/13,17:33:07,65.0,58,18,6.0,17,
6/19/13,18:33:07,,78,19,20.0,18,
6/20/13,19:33:07,68.0,63,1,22.0,20,
6/21/13,20:33:07,65.0,58,11,13.0,10,
6/22/13,21:33:07,65.0,74,7,22.0,8,
6/23/13,22:33:07,69.0,62,18,13.0,20,
6/24/13,23:33:07,70.0,77,13,6.0,2,
6/25/13,0:00:01,66.0,65,16,28.0,16,
6/26/13,1:00:01,69.0,75,15,28.0,5,
6/27/13,2:00:01,65.0,76,9,26.0,3,
6/28/13,3:00:01,70.0,76,19,23.0,6,
6/29/13,4:00:01,65.0,61,18,5.0,19,
6/30/13,5:00:01,67.0,64,18,8.0,2,
6/1/13,6:00:01,67.0,80,13,19.0,20,
6/2/13,7:00:01,68.0,70,4,24.0,17,
6/3/13,8:00:01,66.0,71,10,23.0,4,
6/4/13,9:00:01,68.0,60,12,12.0,11,
6/5/13,10:00:01,70.0,56,20,6.0,6,
6/6/13,11:00:01,70.0,68,11,1.0,16,
6/7/13,12:00:01,,57,19,5.0,2,
6/8/13,13:00:01,66.0,77,18,20.0,19,
6/9/13,14:00:01,68.0,71,16,28.0,6,
6/10/13,15:00:01,67.0,77,14,20.0,16,
6/11/13,16:00:01,67.0,71,3,20.0,14,
6/12/13,17:00:01,67.0,78,16,,2,
6/13/13,18:00:01,65.0,73,13,30.0,8,
6/14/13,19:00:01,70.0,70,4,29.0,6,
6/15/13,20:00:01,65.0,71,20,16.0,18,
6/16/13,21:00:01,66.0,61,19,29.0,18,
6/17/13,22:00:01,,69,11,10.0,11,
6/18/13,23:00:01,67.0,76,1,6.0,2,
6/19/13,0:13:19,68.0,62,14,29.0,6,
6/20/13,1:13:19,65.0,79,5,2.0,12,
6/21/13,2:13:19,70.0,72,9,11.0,7,
6/22/13,3:13:19,67.0,69,4,10.0,13,
6/23/13,4:13:19,67.0,74,2,24.0,9,
6/24/13,5:13:19,70.0,74,3,29.0,18,
6/25/13,6:13:19,65.0,80,13,29.0,2,
6/26/13,7:13:19,65.0,73,11,5.0,2,
6/27/13,8:13:19,67.0,73,6,10.0,16,
6/28/13,9:13:19,66.0,62,11,7.0,6,
6/29/13,10:13:19,65.0,59,7,29.0,18,
6/30/13,11:13:19,68.0,66,10,17.0,5,
6/1/13,12:13:19,68.0,79,16,9.0,19,
6/2/13,13:13:19,68.0,80,4,13.0,9,
6/3/13,14:13:19,68.0,65,4,10.0,20,
6/4/13,15:13:19,65.0,73,20,7.0,4,
6/5/13,16:13:19,70.0,66,8,20.0,6,
6/6/13,17:13:19,69.0,57,2,28.0,1,
6/7/13,18:13:19,66.0,67,13,17.0,17,
6/8/13,19:13:19,69.0,66,2,,9,
6/9/13,20:13:19,67.0,63,14,24.0,14,
6/10/13,21:13:19,68.0,77,7,1.0,19,
6/11/13,22:13:19,70.0,68,2,21.0,6,
6/12/13,23:13:19,65.0,80,15,20.0,10,
6/13/13,0:43:51,65.0,67,13,26.0,6,
6/14/13,1:43:51,66.0,66,17,22.0,16,
6/15/13,2:43:51,66.0,63,10,14.0,10,
6/16/13,3:43:51,65.0,56,5,8.0,11,
6/17/13,4:43:51,69.0,80,16,22.0,19,
6/18/13,5:43:51,70.0,62,14,13.0,16,
6/19/13,6:43:51,67.0,63,13,27.0,9,
6/20/13,7:43:51,68.0,75,8,16.0,7,
6/21/13,8:43:51,68.0,59,11,25.0,19,
6/22/13,9:43:51,67.0,63,13,15.0,6,
6/23/13,10:43:51,69.0,71,3,29.0,7,
6/24/13,11:43:51,65.0,71,18,12.0,2,
6/25/13,12:43:51,68.0,55,18,23.0,9,
6/26/13,13:43:51,66.0,75,14,18.0,2,
6/27/13,14:43:51,67.0,78,5,19.0,19,
6/28/13,15:43:51,65.0,62,4,4.0,1,
6/29/13,16:43:51,69.0,79,8,1.0,2,
6/30/13,17:43:51,,69,10,21.0,7,
6/1/13,18:43:51,65.0,71,6,1.0,12,
6/2/13,19:43:51,,78,18,24.0,13,
6/3/13,20:43:51,67.0,68,19,,2,
6/4/13,21:43:51,68.0,59,15,21.0,15,
6/5/13,22:43:51,67.0,73,8,3.0,12,
6/6/13,23:43:51,,68,1,30.0,14,
6/7/13,0:13:20,67.0,75,8,10.0,20,
6/8/13,1:13:20,69.0,69,2,2.0,14,
6/9/13,2:13:20,67.0,70,10,5.0,1,
6/10/13,3:13:20,,61,5,21.0,20,
6/11/13,4:13:20,67.0,59,1,23.0,6,
6/12/13,5:13:20,69.0,60,7,16.0,8,
6/13/13,6:13:20,,74,14,4.0,14,
6/14/13,7:13:20,65.0,57,19,6.0,19,
6/15/13,8:13:20,65.0,61,9,,12,
6/16/13,9:13:20,68.0,71,15,26.0,8,
6/17/13,10:13:20,,73,12,2.0,17,
6/18/13,11:13:20,65.0,64,12,8.0,20,
6/19/13,12:13:20,68.0,65,2,30.0,3,
6/20/13,13:13:20,65.0,71,18,23.0,7,
6/21/13,14:13:20,68.0,62,13,3.0,6,
6/22/13,15:13:20,66.0,65,5,,2,
6/23/13,16:13:20,68.0,64,3,24.0,15,
6/24/13,17:13:20,66.0,59,8,28.0,7,
6/25/13,18:13:20,70.0,75,16,2.0,3,
6/26/13,19:13:20,70.0,56,11,4.0,7,
6/27/13,20:13:20,69.0,68,15,24.0,1,
6/28/13,21:13:20,66.0,61,17,11.0,10,
6/29/13,22:13:20,70.0,65,20,16.0,2,
6/30/13,23:13:20,67.0,55,4,27.0,3,
6/1/13,0:33:07,65.0,68,3,29.0,20,
6/2/13,1:33:07,65.0,56,3,15.0,4,
6/3/13,2:33:07,70.0,58,17,,3,
6/4/13,3:33:07,66.0,77,19,20.0,2,
6/5/13,4:33:07,67.0,67,6,7.0,3,
6/6/13,5:33:07,68.0,55,13,17.0,11,
6/7/13,6:33:07,,66,9,2.0,2,
6/8/13,7:33:07,65.0,64,2,16.0,15,
6/9/13,8:33:07,67.0,77,15,8.0,17,
6/10/13,9:33:07,70.0,57,7,10.0,3,
